Zone,Nom,Catégorie,Type,Latitude,Longitude
Oujda,Pharmacie Ibn Rochd صيدلية ابن رشد,Parapharmacie,Formel,34.6918026,-1.906858
Oujda,Pharmacie Ibn Tofail صيدلية بن طفيل,Parapharmacie,Formel,34.6769178,-1.9056738
Oujda,Pharmacie Inarat Salam صيدلية إنارة السلام,Parapharmacie,Formel,34.6641278,-1.9234216
Oujda,Pharmacie Al Israe صيدلية الإسراء,Parapharmacie,Formel,34.6922444,-1.8808548
Oujda,Madagascar مدغشقر,Café,Formel,34.6624363,-1.9373034
Oujda,Pharmacie Karzazi صيدلية كرزازي,Parapharmacie,Formel,34.6775354,-1.8937654
Oujda,Pharmacie El Jai صيدلية الجاي,Parapharmacie,Formel,34.6726804,-1.9257466
Oujda,Pharmacie Al Jazira صيدلية الجزيرة,Parapharmacie,Formel,34.6871338,-1.8970041
Oujda,Pharmacie Macha Allah صيدلية مشاء الله,Parapharmacie,Formel,34.6777494,-1.8628802
Oujda,Pharmacie Wilaya Pharma صيدلية ولاية فارما,Parapharmacie,Formel,34.6654986,-1.9126887
Oujda,Pharmacie Masjid Najd صيدلية مسجد نجد,Parapharmacie,Formel,34.6554097,-1.8745873
Oujda,Pharmacie Melhaoui صيدلية ملحاوي,Parapharmacie,Formel,34.6784767,-1.9236176
Oujda,Pharmacie Merjane صيدلية مرجان,Parapharmacie,Formel,34.6924603,-1.8990871
Oujda,Pharmacie Moulay Miloud صيدلية مولاي ميلود,Parapharmacie,Formel,34.6875063,-1.8870042
Oujda,Pharmacie El Mrabet صيدلية المرابط,Parapharmacie,Formel,34.69685,-1.8895505
Oujda,Pharmacie Othman Ibn Affan صيدلية عثمان بن عفان,Parapharmacie,Formel,34.6892731,-1.881958
Oujda,Pharmacie El Ouafi صيدلية الوافي,Parapharmacie,Formel,34.711233,-1.8964367
Oujda,Pharmacie Ouiam Al Fath صيدلية وئام الفتح,Parapharmacie,Formel,34.6941915,-1.872121
Oujda,Pharmacie Essalam صيدلية السلام,Parapharmacie,Formel,34.6770937,-1.8855723
Oujda,Pharmacie Populaire الصيدلية الشعبية,Parapharmacie,Formel,34.6863032,-1.8818353
Oujda,Pharmacie Route Bouchtat صيدلية طريق بوشطاط,Parapharmacie,Formel,34.6985167,-1.8778761
Oujda,Pharmacie Takouine صيدلية التكوين,Parapharmacie,Formel,34.6799561,-1.8705213
Oujda,Pharmacie 3 Fontaines صيدلية تلت سقاقي,Parapharmacie,Formel,34.6792032,-1.9135081
Oujda,Pharmacie Hay Al Wifak صيدلية حي الوفاق,Parapharmacie,Formel,34.7126981,-1.8994696
Oujda,Pharmacie Yahyaoui صيدلية يحياوي,Parapharmacie,Formel,34.6801607,-1.8825933
Oujda,Café Alsace,Café,Formel,34.677749,-1.9220684
Oujda,Pharmacie Anas صيدلية أنس,Parapharmacie,Formel,34.6773038,-1.882398
Oujda,Venezia فينيزيا,Café,Formel,34.6677341,-1.931248
Oujda,Bristol,Café,Formel,34.657414,-1.9342027
Oujda,Bristol,Café,Formel,34.6575201,-1.935692
Oujda,Restaurant sans nom,Restaurant,Formel,34.6608053,-1.9200059
Oujda,Pharmacie Badr Al Amal صيدلية بدر الأمل,Parapharmacie,Formel,34.6950731,-1.9404238
Oujda,Boulangerie 1010 مخبزة ديس ديس,Boulangerie,Formel,34.6811089,-1.9372984
Oujda,Café Beni Mimoun,Café,Formel,34.6814872,-1.9390593
Oujda,مقهى رولكس,Café,Formel,34.6751079,-1.8603447
Oujda,مقهى هوخ,Café,Formel,34.6819929,-1.9468536
Oujda,لحسن,Supermarché,Formel,34.6858069,-1.9112842
Oujda,Cafe La Cloche,Café,Formel,34.6748628,-1.9312401
Oujda,Cafe Le Noyer,Café,Formel,34.6755455,-1.9261151
Oujda,Pharmacie Sammara Centrale صيدلية سمرا المركزية,Parapharmacie,Formel,34.6484397,-1.9447965
Oujda,Pharmacie La Victoire صيدلية النصر,Parapharmacie,Formel,34.6575067,-1.9375204
Oujda,Pharmacie Benkhirane صيدلية بنخيران,Parapharmacie,Formel,34.656715,-1.9337498
Oujda,Café Al Arabia Plus,Café,Formel,34.6823673,-1.9450575
Oujda,Panorama Café,Café,Formel,34.6823044,-1.9448228
Oujda,Café Benma,Café,Formel,34.6794382,-1.938069
Oujda,Café Comparino,Café,Formel,34.6631022,-1.9468372
Oujda,Café Arrihan,Café,Formel,34.664492,-1.9449422
Oujda,Pharmacie Jade صيدلية جاد,Parapharmacie,Formel,34.691151,-1.9491594
Oujda,Pharmacie Al Osra صيدلية الأسرة,Parapharmacie,Formel,34.6885064,-1.8849546
Oujda,Pharmacie Azizi صيدلية عزيزي,Parapharmacie,Formel,34.6589821,-1.898713
Oujda,Pharmacie du Complexe Sportif صيدلية المركب الرياضي,Parapharmacie,Formel,34.6705423,-1.9337304
Oujda,Pharmacie du Grand Stade صيدلية الملعب الكبير,Parapharmacie,Formel,34.6600849,-1.9364993
Oujda,Tok O Sushi,Restaurant,Formel,34.6615159,-1.8980491
Oujda,Pharmacie Lamsalla صيدلية لمصلى,Parapharmacie,Formel,34.675159,-1.8632622
Oujda,صيدلية الرضوان,Parapharmacie,Formel,34.6642445,-1.9359211
Oujda,Brimo Chicken,Restaurant,Formel,34.6941489,-1.9190763
Oujda,Pharmacie Ibn Khaldoun صيدلية ابن خلدون,Parapharmacie,Formel,34.6625001,-1.9423227
Oujda,Pharmacie Le Remède صيدلية الدواء,Parapharmacie,Formel,34.666183,-1.9359447
Oujda,Pharmacie Al Oum صيدلية الأم,Parapharmacie,Formel,34.6566993,-1.9436503
Oujda,Pharmacie Al Maksam صيدلية المقسم,Parapharmacie,Formel,34.6675893,-1.8980169
Oujda,Pharmacie Moulay Idriss صيدلية مولاي ادريس,Parapharmacie,Formel,34.6739044,-1.9132984
Oujda,Pharmacie Ibn Baja صيدلية ابن باجة,Parapharmacie,Formel,34.653376,-1.8792618
Oujda,Restaurant sans nom,Restaurant,Formel,34.6577136,-1.9156256
Oujda,MS,Boutique de confiserie,Informel,34.7115886,-1.8977425
Oujda,Pharmacie Bouknadel صيدلية بوقنادل,Parapharmacie,Formel,34.6752763,-1.8971876
Oujda,Greek Kebab,Restaurant,Formel,34.6580399,-1.9165356
Oujda,Parapharmacie sans nom,Parapharmacie,Formel,34.6581291,-1.9147736
Oujda,Café sans nom,Café,Formel,34.6864594,-1.9161455
Oujda,كوزينة,Restaurant,Formel,34.6940597,-1.9041968
Oujda,ESPACE ALHANINE,Café,Formel,34.6822226,-1.9084543
Oujda,Restaurant sans nom,Restaurant,Formel,34.6823689,-1.916096
Oujda,Chez Lahsen,Restaurant,Formel,34.6892187,-1.9045917
Oujda,souk el fellah,Épicerie,Informel,34.6805057,-1.9063522
Oujda,Pharmacie Sabahi صيدلية صباحي,Parapharmacie,Formel,34.6794583,-1.8813811
Oujda,Pharmacie Diass Oriental صيدلية دياس الشرقي,Parapharmacie,Formel,34.6466763,-1.9483332
Oujda,Pharmacie Al Bayane صيدلية البيان,Parapharmacie,Formel,34.6655002,-1.9426367
Oujda,Pharmacie Hay Annour صيدلية حي النور,Parapharmacie,Formel,34.6693257,-1.9470976
Oujda,Pharmacie Masjid Al Ghofrane صيدلية مسجد الغفران,Parapharmacie,Formel,34.6760556,-1.9404897
Oujda,Pharmacie Al Kasr صيدلية القصر,Parapharmacie,Formel,34.7164253,-1.9257974
Oujda,Pharmacie Ibn Badis صيدلية ابن باديس,Parapharmacie,Formel,34.6942392,-1.9202802
Oujda,Pharmacie Souika Si Lakhdar صيدلية سويكا سي لخضر,Parapharmacie,Formel,34.689706,-1.9281726
Oujda,Pharmacie Al Ouafae صيدلية الوفاء,Parapharmacie,Formel,34.6872998,-1.9438018
Oujda,Pharmacie Arrayane صيدلية الريان,Parapharmacie,Formel,34.7189389,-1.8934496
Oujda,Pharmacie Moussaoui صيدلية موساوي,Parapharmacie,Formel,34.7181658,-1.8976851
Oujda,Pharmacie Haj Aid صيدلية حاج عيد,Parapharmacie,Formel,34.7083818,-1.8942652
Oujda,Pharmacie Zone Industrielle صيدلية الحي الصناعي,Parapharmacie,Formel,34.7046329,-1.8956623
Oujda,Pharmacie Azarkan صيدلية أزرقان,Parapharmacie,Formel,34.7120816,-1.9087679
Oujda,Pharmacie Mansour Eddahbi صيدلية منصور الذهبي,Parapharmacie,Formel,34.700631,-1.9120243
Oujda,Pharmacie Baghdad صيدلية بغداد,Parapharmacie,Formel,34.654128,-1.8820932
Oujda,Pharmacie Afriquia صيدلية افريقيا,Parapharmacie,Formel,34.6517639,-1.8748099
Oujda,Pharmacie Al Irfane Assanawbar صيدلية العرفان الصنوبر,Parapharmacie,Formel,34.6532177,-1.9218297
Oujda,Pharmacie Hay Errabie صيدلية حي الربيع,Parapharmacie,Formel,34.6493069,-1.9112145
Oujda,Pharmacie Olenka صيدلية أولينكا,Parapharmacie,Formel,34.6632183,-1.8788935
Oujda,Pharmacie Taha صيدلية طه,Parapharmacie,Formel,34.6558256,-1.9297251
Oujda,Pharmacie Hay Essalam صيدلية حي السلام,Parapharmacie,Formel,34.6616134,-1.9248687
Oujda,Pharmacie Principale الصيدلية الرئيسية,Parapharmacie,Formel,34.6762608,-1.9223881
Oujda,Pharmacie Village Jdid صيدلية الفيلاج الجديد,Parapharmacie,Formel,34.662311,-1.8849839
Oujda,Pharmacie Jakarta صيدلية جاكرتا,Parapharmacie,Formel,34.6755778,-1.9040525
Oujda,Pharmacie Khouna صيدلية خونا,Parapharmacie,Formel,34.6785853,-1.8964222
Oujda,Pharmacie Espace Agdal صيدلية فضاء أكدال,Parapharmacie,Formel,34.6724424,-1.8592062
Oujda,Pharmacie Zenati صيدلية زناتي,Parapharmacie,Formel,34.6780523,-1.8752538
Oujda,Pharmacie Amzil صيدلية أمزيل,Parapharmacie,Formel,34.6792872,-1.8626011
Oujda,Pharmacie Les Jardins de Lazaret صيدلية حدائق لازاري,Parapharmacie,Formel,34.6986141,-1.872389
Oujda,Pharmacie Jouadra صيدلية جوادرة,Parapharmacie,Formel,34.7077695,-1.8599875
Oujda,Pharmacie Oued Eddahab صيدلية وادي الذهب,Parapharmacie,Formel,34.6838944,-1.8821829
Oujda,Pharmacie Ouasrhir صيدلية واسرير,Parapharmacie,Formel,34.6906356,-1.8894934
Oujda,Pharmacie El Meskyny صيدلية المسكيني,Parapharmacie,Formel,34.6953597,-1.8930773
Oujda,Pharmacie Bennis صيدلية بنيس,Parapharmacie,Formel,34.6994468,-1.8943105
Oujda,Pharmacie Avicenne صيدلية ابن سينا,Parapharmacie,Formel,34.6976255,-1.8982034
Oujda,Pharmacie Rif Douzi صيدلية الريف الدوزي,Parapharmacie,Formel,34.6878695,-1.8914512
Oujda,Pharmacie Mehdi صيدلية مهدي,Parapharmacie,Formel,34.6856035,-1.9195578
Oujda,Pharmacie Zohir صيدلية زهير,Parapharmacie,Formel,34.6858497,-1.9143154
Oujda,Pharmacie Nadia صيدلية نادية,Parapharmacie,Formel,34.6790061,-1.900171
Oujda,Pharmacie Maarouf صيدلية معروف,Parapharmacie,Formel,34.6878309,-1.9122208
Oujda,Pharmacie El Mekki Naciri صيدلية المكي الناصري,Parapharmacie,Formel,34.6880472,-1.9394322
Oujda,Pharmacie Okba Ibn Nafi صيدلية عقبة بن نافع,Parapharmacie,Formel,34.7007032,-1.9073289
Oujda,Café Jeanys,Café,Formel,34.6809503,-1.9194614
Oujda,Souk Tanja,Épicerie,Informel,34.6812721,-1.909425
Oujda,Boulangerie Opera,Boulangerie,Formel,34.6892212,-1.914781
Oujda,O'48 CHEZ LOTFI,Restaurant,Formel,34.6940408,-1.9186561
Oujda,Cafe In,Café,Formel,34.6789474,-1.8888932
Oujda,Cafe Le Rond Point,Café,Formel,34.6610517,-1.8882495
Oujda,Delight,Café,Formel,34.6586072,-1.8975594
Oujda,Beli Gourmet,Café,Formel,34.6598184,-1.8984291
Oujda,OXFORD,Café,Formel,34.6562045,-1.8991747
Oujda,Smash's : Burger & Chicken,Restaurant,Formel,34.6549016,-1.8968239
Oujda,Aswak Al Maghreb Al Arabi,Épicerie,Informel,34.6818105,-1.9099119
Oujda,Carrefour Hypermarché,Supermarché,Formel,34.6589648,-1.9063674
Oujda,Souk Sidi Abdelwahab,Épicerie,Informel,34.6810785,-1.9096958
Oujda,Souk Sidi Yahya سوق سيدي يحيى,Épicerie,Informel,34.6616627,-1.8673928
Oujda,Magasin Atacadão,Supermarché,Formel,34.7002495,-1.9416534
Oujda,Marché de Gros aux Poissons,Épicerie,Informel,34.7020598,-1.9153089
Oujda,Souk Lazaret,Épicerie,Informel,34.6806162,-1.8829321
Oujda,Marché De Poisson,Épicerie,Informel,34.6795542,-1.8875844
Oujda,Marché aux Legumes,Épicerie,Informel,34.7018342,-1.918547
Oujda,Kissariat Bienfaisance,Épicerie,Informel,34.6740044,-1.9324364
Oujda,Kissariat Bienfaisance,Épicerie,Informel,34.6742811,-1.9320536
Oujda,Épicerie sans nom,Épicerie,Informel,34.7004383,-1.8880214
Oujda,McDonald's ماكدونالدز,Restaurant,Formel,34.6769053,-1.9278534
Oujda,Etoile Médicale,Parapharmacie,Formel,34.719449,-1.9260325
Oujda,Fish market,Épicerie,Informel,34.6795862,-1.9107683
Oujda,Al Gazzara (Boucherie),Épicerie,Informel,34.6794101,-1.9110519
Oujda,Al Manar,Café,Formel,34.6653254,-1.8886369
Oujda,Al Hidaya,Épicerie,Informel,34.6614866,-1.8924818
Oujda,Kissariat Al Firdaws,Épicerie,Informel,34.6655242,-1.8853563
Oujda,Boulangerie sans nom,Boulangerie,Formel,34.6612927,-1.8843009
Oujda,Dispensaire Moulay Idriss,Parapharmacie,Formel,34.6742675,-1.9128791
Oujda,Café Lahrawi,Café,Formel,34.6839507,-1.8804847
Oujda,Boulangerie Sadiki مخبزة الصادقي,Boulangerie,Formel,34.6755849,-1.8973126
Oujda,Restaurant Universitaire,Restaurant,Formel,34.6513962,-1.9069991
Oujda,Souk Ennasr,Épicerie,Informel,34.7129329,-1.8871586
Oujda,Café sans nom,Café,Formel,34.6651486,-1.8889832
Oujda,Café Annakhil,Café,Formel,34.665166,-1.8888548
Oujda,Épicerie sans nom,Épicerie,Informel,34.6757512,-1.9320033
Oujda,Souk Al Fallah,Épicerie,Informel,34.6808876,-1.9046821
Oujda,Souk Allil سوق الليل,Épicerie,Informel,34.6799093,-1.8997394
Oujda,Marché De Légumes سوق الخضر,Épicerie,Informel,34.6702382,-1.8635795
Oujda,Aswak Assalam اسواق السلام,Supermarché,Formel,34.6979843,-1.891259
Oujda,Souk El Khoudra,Épicerie,Informel,34.7122164,-1.9163518
Oujda,Marché des Moutons,Épicerie,Informel,34.7127935,-1.9138304
Oujda,Souk El Had,Épicerie,Informel,34.712013,-1.9129668
Oujda,Acima آسيما,Supermarché,Formel,34.6547738,-1.9076217
Oujda,Épicerie sans nom,Épicerie,Informel,34.6832888,-1.9043372
Oujda,Marchet Bouknadel,Épicerie,Informel,34.6746261,-1.8959072
Oujda,Souk de Dattes,Épicerie,Informel,34.6797422,-1.9104698
M'diq,La Farma,Restaurant,Formel,35.6655051,-5.30717
M'diq,Restaurant sans nom,Restaurant,Formel,35.6813224,-5.3126606
M'diq,مقهى الشيخ,Café,Formel,35.6828532,-5.3208777
M'diq,Chez Bilal,Café,Formel,35.6841336,-5.3263508
M'diq,La Corniche,Restaurant,Formel,35.6867991,-5.3235196
M'diq,Boulangerie sans nom,Boulangerie,Formel,35.6835898,-5.3220865
M'diq,Restaurant sans nom,Restaurant,Formel,35.6658623,-5.31909
M'diq,restaurant lounge babylon,Restaurant,Formel,35.6561953,-5.2915483
M'diq,Restaurant sans nom,Restaurant,Formel,35.6835853,-5.3174543
M'diq,Pharmacie Chifae صيدلية الشفاء,Parapharmacie,Formel,35.6865892,-5.3256156
M'diq,Pharmacie Kharkhour صيدلية خرخور,Parapharmacie,Formel,35.683068,-5.3238449
M'diq,Pharmacie Sekka صيدلية السكة,Parapharmacie,Formel,35.6825693,-5.3278134
M'diq,Pharmacie Harras صيدلية الهراس,Parapharmacie,Formel,35.6844532,-5.3245841
M'diq,Pharmacie Rincon صيدلية الرينكون,Parapharmacie,Formel,35.684522,-5.3234125
M'diq,Pharmacie M'Diq صيدلية المضيق,Parapharmacie,Formel,35.6848698,-5.3223347
M'diq,Pharmacie Alami صيدلية علمي,Parapharmacie,Formel,35.6835962,-5.3261375
M'diq,Pharmacie Tamuda Bay صيدلية تامودا باي,Parapharmacie,Formel,35.6831119,-5.3227596
M'diq,Pharmacie El Ouazzani Taibi صيدلية الوزاني الطيبي,Parapharmacie,Formel,35.6836546,-5.3220866
M'diq,Supermarché sans nom,Supermarché,Formel,35.6533937,-5.2974372
M'diq,Supermarché sans nom,Supermarché,Formel,35.6548591,-5.291347
M'diq,La Fluka de Cabo By Le Port,Restaurant,Formel,35.6606107,-5.2925003
M'diq,Nourain,Restaurant,Formel,35.6848303,-5.3276739
M'diq,Sea Dream,Restaurant,Formel,35.6899548,-5.3299043
M'diq,Blue Sky Restaurant,Restaurant,Formel,35.6852869,-5.3218528
M'diq,Olas,Restaurant,Formel,35.6850662,-5.3217101
M'diq,Restaurant Babylon,Restaurant,Formel,35.6551021,-5.2913817
Smara,Pharmacie Smara صيدلية السمارة,Parapharmacie,Formel,26.7408247,-11.6754109
Smara,Pharmacie Faiz صيدلية الفايز,Parapharmacie,Formel,26.7403876,-11.6741184
Smara,مخبزة الساقية الحمراء,Boulangerie,Formel,26.7367737,-11.6754095
Smara,Big Burger,Restaurant,Formel,26.741672,-11.670574
Smara,Restaurant sans nom,Restaurant,Formel,26.741316,-11.6742617
Smara,Boulangerie sans nom,Boulangerie,Formel,26.7412859,-11.6757259
Smara,السوق الصغير بحي الطنطان,Épicerie,Informel,26.7367882,-11.6751783
Asilah,Café sans nom,Café,Formel,35.4664573,-6.0354799
Asilah,Restaurant sans nom,Restaurant,Formel,35.4660481,-6.0360985
Asilah,Épicerie sans nom,Épicerie,Informel,35.4648572,-6.0381604
Asilah,Al-Medina المدينة,Restaurant,Formel,35.4660095,-6.0378543
Asilah,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,35.4696516,-6.0045355
Asilah,Restaurant sans nom,Restaurant,Formel,35.4682464,-6.0037615
Asilah,Café sans nom,Café,Formel,35.4681624,-6.0039595
Asilah,Restaurant sans nom,Restaurant,Formel,35.4711261,-6.0303823
Asilah,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,35.4719992,-6.0280412
Asilah,Restaurant sans nom,Restaurant,Formel,35.4645674,-6.0349028
Asilah,Restaurant sans nom,Restaurant,Formel,35.4663504,-6.0340553
Asilah,Boulangerie sans nom,Boulangerie,Formel,35.4668038,-6.0327709
Asilah,Restaurant sans nom,Restaurant,Formel,35.4676904,-6.0327317
Asilah,Café sans nom,Café,Formel,35.4668978,-6.0367882
Asilah,Café sans nom,Café,Formel,35.4672539,-6.0322398
Asilah,Café sans nom,Café,Formel,35.4624661,-6.0373165
Asilah,Boutique de confiserie sans nom,Boutique de confiserie,Informel,35.4619163,-6.0373048
Asilah,Boutique de confiserie sans nom,Boutique de confiserie,Informel,35.4603872,-6.0372127
Asilah,Boulangerie sans nom,Boulangerie,Formel,35.4604626,-6.0373832
Asilah,Café sans nom,Café,Formel,35.4602938,-6.037389
Asilah,Café sans nom,Café,Formel,35.4593358,-6.0360567
Asilah,Restaurant sans nom,Restaurant,Formel,35.4584961,-6.0345453
Asilah,Restaurant sans nom,Restaurant,Formel,35.4587442,-6.0354579
Asilah,Restaurant sans nom,Restaurant,Formel,35.4601872,-6.0366749
Asilah,Restaurant sans nom,Restaurant,Formel,35.4591916,-6.0360522
Asilah,Café sans nom,Café,Formel,35.4630658,-6.0351953
Asilah,Boulangerie sans nom,Boulangerie,Formel,35.4592681,-6.0359877
Asilah,Restaurant sans nom,Restaurant,Formel,35.4607656,-6.0371401
Asilah,Restaurant sans nom,Restaurant,Formel,35.4616573,-6.0372615
Asilah,Boutique de confiserie sans nom,Boutique de confiserie,Informel,35.4627947,-6.0376578
Asilah,Café sans nom,Café,Formel,35.4626736,-6.0364333
Asilah,Restaurant sans nom,Restaurant,Formel,35.4628821,-6.0355301
Asilah,Café sans nom,Café,Formel,35.4642845,-6.0358492
Asilah,Café sans nom,Café,Formel,35.4646638,-6.0347535
Asilah,Restaurant sans nom,Restaurant,Formel,35.4654155,-6.0352591
Asilah,Café sans nom,Café,Formel,35.4665896,-6.0333554
Asilah,Restaurant sans nom,Restaurant,Formel,35.4670581,-6.0320207
Asilah,Café sans nom,Café,Formel,35.4651593,-6.0374258
Asilah,Boulangerie sans nom,Boulangerie,Formel,35.4646298,-6.0378289
Asilah,Restaurant sans nom,Restaurant,Formel,35.4647484,-6.0379106
Asilah,Café sans nom,Café,Formel,35.4642819,-6.0379235
Asilah,Restaurant sans nom,Restaurant,Formel,35.4639058,-6.0378056
Asilah,Café sans nom,Café,Formel,35.4685664,-6.0312221
Asilah,Café sans nom,Café,Formel,35.4659866,-6.031523
Asilah,Boulangerie sans nom,Boulangerie,Formel,35.46537,-6.0320914
Asilah,Restaurant sans nom,Restaurant,Formel,35.4662847,-6.0320905
Asilah,Café sans nom,Café,Formel,35.4652892,-6.0319505
Asilah,Café sans nom,Café,Formel,35.464576,-6.0383133
Asilah,Café sans nom,Café,Formel,35.4638281,-6.0421212
Asilah,Café sans nom,Café,Formel,35.4632046,-6.0408162
Asilah,Restaurant sans nom,Restaurant,Formel,35.4692765,-6.0320741
Asilah,Pharmacie Laila صيدلية ليلى,Parapharmacie,Formel,35.454444,-6.0341217
Asilah,Pharmacie Ibn Toumert صيدلية ابن تومرت,Parapharmacie,Formel,35.4630641,-6.0333587
Asilah,Pharmacie Ain Al Hamra صيدلية عين الحمراء,Parapharmacie,Formel,35.4595975,-6.0359122
Asilah,Pharmacie Imam Malek صيدلية الإمام مالك,Parapharmacie,Formel,35.4578975,-6.0363931
Asilah,Pharmacie Bab Al Homar,Parapharmacie,Formel,35.464722,-6.0377722
Asilah,Pharmacie L'Océan صيدلية المحيط,Parapharmacie,Formel,35.4665303,-6.0357522
Asilah,Pharmacie Achifae Zerktouni صيدلية الشفاء الزرقطوني,Parapharmacie,Formel,35.465817,-6.0245606
Asilah,Pharmacie L'Hopital صيدلية المستشفى,Parapharmacie,Formel,35.4663726,-6.0295148
Asilah,Pharmacie Ibn Sina صيدلية ابن سينا,Parapharmacie,Formel,35.4685262,-6.0322706
Asilah,Restaurant sans nom,Restaurant,Formel,35.4698383,-6.0309712
Asilah,Épicerie sans nom,Épicerie,Informel,35.453982,-6.0359895
Asilah,Marché aux poissons,Épicerie,Informel,35.4666629,-6.031936
Asilah,Loukili,Parapharmacie,Formel,35.4672298,-6.0321368
Asilah,Boulangerie sans nom,Boulangerie,Formel,35.4645885,-6.0391387
Asilah,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,35.4644318,-6.0354474
Asilah,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,35.4646577,-6.0403539
Asilah,Restaurant sans nom,Restaurant,Formel,35.4643129,-6.0355011
Asilah,Café sans nom,Café,Formel,35.4659149,-6.0385093
Asilah,Marché central d'asilah,Épicerie,Informel,35.4664912,-6.0321228
Irherm,Salon De The,Café,Formel,29.6906788,-9.5361646
Chefchaouen,Café sans nom,Café,Formel,35.2407374,-5.2451144
Chefchaouen,Snack el Hassani,Restaurant,Formel,35.1674862,-5.266644
Chefchaouen,Café Tounsi,Café,Formel,35.1706074,-5.2574835
Chefchaouen,Café Chrif,Café,Formel,35.1704041,-5.256944
Chefchaouen,Molin'Arte,Restaurant,Formel,35.1696865,-5.2573418
Chefchaouen,Café del Rio,Café,Formel,35.1694936,-5.2573096
Chefchaouen,Caféteria Buena Vista,Restaurant,Formel,35.1682209,-5.2665522
Chefchaouen,Pharmacie Chefchaouen صيدلية شفشاون,Parapharmacie,Formel,35.1676481,-5.2660538
Chefchaouen,Pharmacie Utaa Hammam صيدلية وطاء الحمام,Parapharmacie,Formel,35.1689649,-5.2611811
Chefchaouen,Pharmacie Assalam صيدلية السلام,Parapharmacie,Formel,35.1686287,-5.2632947
Chefchaouen,Chez Aziz عند عزيز,Restaurant,Formel,35.1702583,-5.2705918
Chefchaouen,Pharmacie Al Hafa صيدلية الحافة,Parapharmacie,Formel,35.1674786,-5.2688322
Chefchaouen,Pharmacie Les Parents صيدلية الوالدين,Parapharmacie,Formel,35.1685196,-5.2719692
Chefchaouen,Laiterie Sadiki,Restaurant,Formel,35.1699939,-5.2624138
Chefchaouen,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,35.1700624,-5.2626745
Chefchaouen,Epices,Supérette / Mini-market,Formel,35.1697929,-5.2618047
Chefchaouen,Spice of Chaouen,Supérette / Mini-market,Formel,35.1698034,-5.2618486
Chefchaouen,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,35.1696318,-5.2617464
Chefchaouen,Dar Zarbiya,Supérette / Mini-market,Formel,35.1697005,-5.2617636
Chefchaouen,Snack Oumrabie,Café,Formel,35.168883,-5.2578777
Chefchaouen,Café Abdoul,Café,Formel,35.1706065,-5.2567245
Chefchaouen,Tropicana,Restaurant,Formel,35.1674762,-5.261795
Chefchaouen,Boutique Traditional,Supérette / Mini-market,Formel,35.1692819,-5.2605958
Chefchaouen,Boutique Traditional,Supérette / Mini-market,Formel,35.1697687,-5.259794
Chefchaouen,Pizza Chez Aziz,Restaurant,Formel,35.1670652,-5.26398
Chefchaouen,Aljawhara,Restaurant,Formel,35.1669622,-5.2640729
Chefchaouen,Pharmacie la Santé صيدلية الصحة,Parapharmacie,Formel,35.1664575,-5.2642183
Chefchaouen,Boulangerie sans nom,Boulangerie,Formel,35.1670875,-5.2649575
Chefchaouen,Ahlan,Restaurant,Formel,35.1663802,-5.2651716
Chefchaouen,Moulay Abderrahman Cherif,Épicerie,Informel,35.1661008,-5.2655461
Chefchaouen,Boudiyab,Restaurant,Formel,35.1671535,-5.2658342
Chefchaouen,Al Akhawayn,Restaurant,Formel,35.1671836,-5.2657227
Chefchaouen,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,35.1680987,-5.2664083
Chefchaouen,Sandwich Chez Aziz,Restaurant,Formel,35.1682763,-5.2648861
Chefchaouen,Pharmacie Al Hamra صيدلية الحمرة,Parapharmacie,Formel,35.169487,-5.2655843
Chefchaouen,Snack Moustapha Maqnine,Restaurant,Formel,35.1703061,-5.2679752
Chefchaouen,Pharmacie El Machichi صيدلية المشيشي,Parapharmacie,Formel,35.170529,-5.2686114
Chefchaouen,Pharmacie la Province صيدلية العمالة,Parapharmacie,Formel,35.1705538,-5.273098
Chefchaouen,Pharmacie Ibn Sina صيدلية ابن سينا,Parapharmacie,Formel,35.169211,-5.2699234
Chefchaouen,Diamantine,Restaurant,Formel,35.1683534,-5.2685833
Chefchaouen,Snack Shokri,Restaurant,Formel,35.1682927,-5.2611196
Chefchaouen,Snack Hamidoun,Restaurant,Formel,35.169726,-5.2704791
Chefchaouen,El Amal,Restaurant,Formel,35.1664539,-5.2658448
Chefchaouen,Mokhtar,Restaurant,Formel,35.1671739,-5.2658505
Chefchaouen,Pharmacie Al Andalous صيدلية الأندلس,Parapharmacie,Formel,35.1659316,-5.2660194
Chefchaouen,Restaurant sans nom,Restaurant,Formel,35.1673404,-5.2619859
Chefchaouen,Snack Dmoumen,Restaurant,Formel,35.167748,-5.2669572
Chefchaouen,Snack Jasmine,Restaurant,Formel,35.1675803,-5.2668779
Chefchaouen,Snack Moha,Restaurant,Formel,35.1676925,-5.2689878
Chefchaouen,Snack Mona Lisa,Restaurant,Formel,35.1674798,-5.2689511
Chefchaouen,Restaurant sans nom,Restaurant,Formel,35.1667312,-5.2695392
